Year,Survey,LocationDesc,DataSource,Topic,Question,StratificationCategory,Stratification,DataValueUnit,DataValue,LowCI,HighCI,Footnote1,Footnote2,Footnote3,Footnote4,TopicID,QuestionID,Median,Minimum,Maximum
2021,Local,"Miami-Dade County, FL",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Male,%,,,,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",—The number of respondents within the subgroup did not meet the minimum reporting threshold or data were not available.,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,9.4,5.5,14.5
2021,Local,"Denver, CO",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Total,%,,,,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",—The number of respondents within the subgroup did not meet the minimum reporting threshold or data were not available.,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,11.9,7.2,18.1
2021,Local,"Denver, CO",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Female,%,,,,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",—The number of respondents within the subgroup did not meet the minimum reporting threshold or data were not available.,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,14.6,8.5,21.7
2021,Local,"Denver, CO",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Male,%,,,,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",—The number of respondents within the subgroup did not meet the minimum reporting threshold or data were not available.,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,9.4,5.5,14.5
2021,Local,"Milwaukee, WI",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Total,%,,,,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",—The number of respondents within the subgroup did not meet the minimum reporting threshold or data were not available.,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,11.9,7.2,18.1
2021,Local,"Milwaukee, WI",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Female,%,,,,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",—The number of respondents within the subgroup did not meet the minimum reporting threshold or data were not available.,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,14.6,8.5,21.7
2021,Local,"Milwaukee, WI",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Male,%,,,,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",—The number of respondents within the subgroup did not meet the minimum reporting threshold or data were not available.,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,9.4,5.5,14.5
2021,Local,"Detroit, MI",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Total,%,,,,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",—The number of respondents within the subgroup did not meet the minimum reporting threshold or data were not available.,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,11.9,7.2,18.1
2021,Local,"Detroit, MI",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Female,%,,,,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",—The number of respondents within the subgroup did not meet the minimum reporting threshold or data were not available.,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,14.6,8.5,21.7
2021,Local,"Detroit, MI",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Male,%,,,,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",—The number of respondents within the subgroup did not meet the minimum reporting threshold or data were not available.,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,9.4,5.5,14.5
2021,Local,"Eaton Consortium, MI",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Total,%,17.3,14.9,20.0,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,11.9,7.2,18.1
2021,Local,"Eaton Consortium, MI",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Female,%,21.7,18.1,25.7,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,14.6,8.5,21.7
2021,Local,"Eaton Consortium, MI",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Male,%,12.8,9.8,16.6,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,9.4,5.5,14.5
2021,Local,"Fort Worth, TX",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Total,%,10.7,9.1,12.5,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,11.9,7.2,18.1
2021,Local,"Fort Worth, TX",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Female,%,12.4,10.2,14.9,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,14.6,8.5,21.7
2021,Local,"Fort Worth, TX",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Male,%,8.5,6.7,10.7,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,9.4,5.5,14.5
2021,Local,"New York City, NY",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Total,%,13.4,11.6,15.5,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,11.9,7.2,18.1
2021,Local,"New York City, NY",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Female,%,15.4,12.3,19.0,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,14.6,8.5,21.7
2021,Local,"New York City, NY",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Male,%,11.1,9.2,13.4,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,9.4,5.5,14.5
2021,Local,"Genesee Consortium, MI",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Total,%,14.9,12.6,17.5,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,11.9,7.2,18.1
2021,Local,"Genesee Consortium, MI",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Female,%,18.6,15.2,22.5,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,14.6,8.5,21.7
2021,Local,"Genesee Consortium, MI",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Male,%,10.8,8.6,13.4,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,9.4,5.5,14.5
2021,Local,"Orange County, FL",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Total,%,13.9,11.7,16.5,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,11.9,7.2,18.1
2021,Local,"Orange County, FL",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Female,%,13.6,10.8,17.0,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,14.6,8.5,21.7
2021,Local,"Orange County, FL",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Male,%,13.4,10.2,17.3,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,9.4,5.5,14.5
2021,Local,"Hillsborough County, FL",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Total,%,12.9,11.0,15.1,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,11.9,7.2,18.1
2021,Local,"Hillsborough County, FL",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Female,%,15.8,13.0,19.0,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,14.6,8.5,21.7
2021,Local,"Hillsborough County, FL",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Male,%,10.2,7.7,13.3,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,9.4,5.5,14.5
2021,Local,"Palm Beach County, FL",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Total,%,15.0,13.4,16.7,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,11.9,7.2,18.1
2021,Local,"Palm Beach County, FL",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Female,%,18.7,16.0,21.8,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,14.6,8.5,21.7
2021,Local,"Palm Beach County, FL",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Male,%,11.1,9.1,13.4,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,9.4,5.5,14.5
2021,Local,"Pasco County, FL",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Total,%,18.1,15.7,20.8,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,11.9,7.2,18.1
2021,Local,"Pasco County, FL",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Female,%,21.5,17.5,26.0,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,14.6,8.5,21.7
2021,Local,"Pasco County, FL",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Male,%,14.5,11.5,18.2,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,9.4,5.5,14.5
2021,Local,"San Bernardino, CA",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Total,%,,,,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",—The number of respondents within the subgroup did not meet the minimum reporting threshold or data were not available.,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,11.9,7.2,18.1
2021,Local,"San Bernardino, CA",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Female,%,,,,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",—The number of respondents within the subgroup did not meet the minimum reporting threshold or data were not available.,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,14.6,8.5,21.7
2021,Local,"San Bernardino, CA",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Male,%,,,,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",—The number of respondents within the subgroup did not meet the minimum reporting threshold or data were not available.,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,9.4,5.5,14.5
2021,Local,"San Diego, CA",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Total,%,15.4,13.8,17.1,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,11.9,7.2,18.1
2021,Local,"San Diego, CA",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Female,%,17.6,15.4,20.1,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,14.6,8.5,21.7
2021,Local,"San Diego, CA",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Male,%,12.7,10.6,15.1,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,9.4,5.5,14.5
2021,Local,"San Francisco, CA",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Total,%,10.3,8.9,11.8,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,11.9,7.2,18.1
2021,Local,"San Francisco, CA",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Female,%,12.3,10.2,14.9,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,14.6,8.5,21.7
2021,Local,"San Francisco, CA",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Male,%,8.6,6.8,10.8,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,9.4,5.5,14.5
2021,Local,"Shelby County, TN",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Total,%,10.7,8.5,13.3,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,11.9,7.2,18.1
2021,Local,"Shelby County, TN",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Female,%,11.2,8.4,14.6,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,14.6,8.5,21.7
2021,Local,"Shelby County, TN",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Male,%,9.8,7.1,13.2,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,9.4,5.5,14.5
2021,Local,"Nashville, TN",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Total,%,10.2,8.4,12.2,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,11.9,7.2,18.1
2021,Local,"Nashville, TN",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Female,%,12.8,10.0,16.4,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,14.6,8.5,21.7
2021,Local,"Nashville, TN",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Male,%,7.6,5.9,9.7,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,9.4,5.5,14.5
2021,Local,"New Orleans, LA",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Total,%,,,,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",—The number of respondents within the subgroup did not meet the minimum reporting threshold or data were not available.,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,11.9,7.2,18.1
2021,Local,"New Orleans, LA",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Female,%,,,,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",—The number of respondents within the subgroup did not meet the minimum reporting threshold or data were not available.,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,14.6,8.5,21.7
2021,Local,"New Orleans, LA",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Male,%,,,,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",—The number of respondents within the subgroup did not meet the minimum reporting threshold or data were not available.,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,9.4,5.5,14.5
2021,Local,"Newark, NJ",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Total,%,8.8,7.0,11.1,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,11.9,7.2,18.1
2021,Local,"Newark, NJ",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Female,%,11.6,8.7,15.3,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,14.6,8.5,21.7
2021,Local,"Newark, NJ",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Male,%,6.3,4.4,9.0,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,9.4,5.5,14.5
2021,Local,"Oakland, CA",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Total,%,11.6,9.6,14.0,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,11.9,7.2,18.1
2021,Local,"Oakland, CA",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Female,%,12.7,10.2,15.8,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,14.6,8.5,21.7
2021,Local,"Oakland, CA",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Male,%,10.3,7.7,13.7,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,9.4,5.5,14.5
2021,Local,"Philadelphia, PA",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Total,%,11.4,9.5,13.6,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,11.9,7.2,18.1
2021,Local,"Philadelphia, PA",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Female,%,14.7,12.4,17.5,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,14.6,8.5,21.7
2021,Local,"Philadelphia, PA",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Male,%,7.7,5.7,10.4,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,9.4,5.5,14.5
2021,Local,"Portland, OR",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Total,%,13.6,11.7,15.7,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,11.9,7.2,18.1
2021,Local,"Portland, OR",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Female,%,14.4,11.7,17.5,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,14.6,8.5,21.7
2021,Local,"Portland, OR",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Male,%,12.3,9.6,15.8,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,9.4,5.5,14.5
2021,Local,"Seattle, WA",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Total,%,12.2,10.6,14.0,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,11.9,7.2,18.1
2021,Local,"Seattle, WA",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Female,%,15.2,12.9,17.8,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,14.6,8.5,21.7
2021,Local,"Seattle, WA",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Male,%,9.1,7.1,11.6,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,9.4,5.5,14.5
2021,Local,"Spartanburg County, SC",YRBS,Unintentional Injuries and Violence,Were electronically bullied,Total,Total,%,15.6,13.7,17.8,"*Counting being bullied through texting, Instagram, Facebook, or other social media, ever during the 12 months before the survey.",,All Hispanic students are included in the Hispanic category. All other races are non-Hispanic.,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C01,H25,11.9,7.2,18.1
